CatchId, Stage, Number of Cells, SurfaceArea (m2), BedArea (m2), Volume (m3), SLOPE, LENGTHKM, AREASQKM
27, 0.500000, 1901, 174100.681843, 174150.777834, 54322.759673, 0.0092280380, 6103.900000, 8.145844
27, 1.000000, 3173, 290594.015298, 290756.258046, 170656.108262, 0.0092280380, 6103.900000, 8.145844
27, 2.000000, 5598, 512684.244305, 513281.895568, 571044.703421, 0.0092280380, 6103.900000, 8.145844
27, 5.000000, 13347, 1222353.141407, 1224353.387507, 3129267.036008, 0.0092280380, 6103.900000, 8.145844
27, 10.000000, 28009, 2565093.859928, 2569596.123223, 12601548.105320, 0.0092280380, 6103.900000, 8.145844
53, 0.100000, 765, 70087.007447, 70091.579188, 6297.946525, 0.0066821030, 6713.100000, 18.388264
53, 0.200000, 1045, 95739.596431, 95747.002011, 14581.720197, 0.0066821030, 6713.100000, 18.388264
53, 0.500000, 1863, 170682.236733, 170722.556822, 55572.688662, 0.0066821030, 6713.100000, 18.388264
53, 1.000000, 2828, 259092.496005, 259244.821167, 164269.239960, 0.0066821030, 6713.100000, 18.388264
53, 2.000000, 4293, 393311.292686, 393885.681936, 492830.053472, 0.0066821030, 6713.100000, 18.388264
53, 5.000000, 8011, 733943.446954, 736819.641177, 2189283.571639, 0.0066821030, 6713.100000, 18.388264
53, 10.000000, 16279, 1491431.208122, 1499297.955302, 7690374.611908, 0.0066821030, 6713.100000, 18.388264
29, 0.100000, 693, 63490.925766, 63495.838005, 5955.413113, 0.0088508730, 6939.400000, 8.012336
29, 0.200000, 955, 87494.918244, 87502.442353, 13349.662901, 0.0088508730, 6939.400000, 8.012336
29, 0.500000, 1789, 163903.816324, 163948.587360, 51400.878807, 0.0088508730, 6939.400000, 8.012336
29, 1.000000, 2921, 267614.915930, 267794.322996, 158948.025794, 0.0088508730, 6939.400000, 8.012336
29, 2.000000, 5171, 473754.425979, 474397.059438, 527380.298572, 0.0088508730, 6939.400000, 8.012336
29, 5.000000, 13581, 1244258.178802, 1246392.458996, 3054283.978073, 0.0088508730, 6939.400000, 8.012336
29, 10.000000, 30348, 2780401.017531, 2784377.864970, 13204199.325190, 0.0088508730, 6939.400000, 8.012336
38, 0.100000, 297, 27215.625022, 27220.195776, 2575.621914, 0.0053167520, 2868.800000, 3.373216
38, 0.200000, 329, 30147.895982, 30152.787059, 5410.049938, 0.0053167520, 2868.800000, 3.373216
38, 0.500000, 423, 38761.519560, 38771.236495, 15793.449733, 0.0053167520, 2868.800000, 3.373216
38, 1.000000, 611, 55988.829168, 56031.886628, 39437.321471, 0.0053167520, 2868.800000, 3.373216
38, 2.000000, 1126, 103180.975965, 103567.822829, 117058.234156, 0.0053167520, 2868.800000, 3.373216
38, 5.000000, 2567, 235227.431179, 236856.975038, 644015.824707, 0.0053167520, 2868.800000, 3.373216
38, 10.000000, 4818, 441497.853130, 446019.619886, 2283393.985459, 0.0053167520, 2868.800000, 3.373216
30, 0.100000, 204, 18692.727205, 18693.005879, 1453.838610, 0.0037406790, 1391.900000, 3.170688
30, 0.200000, 312, 28588.861492, 28589.906727, 3839.166777, 0.0037406790, 1391.900000, 3.170688
30, 0.500000, 495, 45357.365114, 45365.234991, 15225.374589, 0.0037406790, 1391.900000, 3.170688
30, 1.000000, 680, 62309.156782, 62338.473626, 42384.840207, 0.0037406790, 1391.900000, 3.170688
30, 2.000000, 905, 82926.159419, 83034.162580, 115247.431153, 0.0037406790, 1391.900000, 3.170688
30, 5.000000, 1472, 134880.963169, 135571.286449, 444799.153220, 0.0037406790, 1391.900000, 3.170688
30, 10.000000, 3646, 334086.906329, 336148.863162, 1509251.146911, 0.0037406790, 1391.900000, 3.170688
22, 0.100000, 1250, 114556.341325, 114558.606862, 9958.407411, 0.0022316600, 9936.600000, 17.001920
22, 0.200000, 1553, 142325.687499, 142331.029542, 22860.750603, 0.0022316600, 9936.600000, 17.001920
22, 0.500000, 2327, 213261.510721, 213306.514678, 76587.848216, 0.0022316600, 9936.600000, 17.001920
22, 1.000000, 3417, 313155.710426, 313381.658979, 208653.422661, 0.0022316600, 9936.600000, 17.001920
22, 2.000000, 5367, 491861.063189, 492927.616448, 611923.489661, 0.0022316600, 9936.600000, 17.001920
22, 5.000000, 10159, 931013.661658, 936183.398681, 2775903.433386, 0.0022316600, 9936.600000, 17.001920
22, 10.000000, 21375, 1958856.279798, 1974167.249629, 9673676.360216, 0.0022316600, 9936.600000, 17.001920
77, 0.100000, 1659, 152004.914014, 152009.073436, 12786.171729, 0.0021413850, 9777.100000, 15.973664
77, 0.200000, 2052, 188012.624843, 188019.723316, 30013.794935, 0.0021413850, 9777.100000, 15.973664
77, 0.500000, 2735, 250590.977235, 250626.361685, 96809.576556, 0.0021413850, 9777.100000, 15.973664
77, 1.000000, 3705, 339466.078646, 339647.705889, 244200.057525, 0.0021413850, 9777.100000, 15.973664
77, 2.000000, 5442, 498619.744351, 499600.952459, 667440.131410, 0.0021413850, 9777.100000, 15.973664
77, 5.000000, 10373, 950422.183983, 956093.622548, 2843242.240033, 0.0021413850, 9777.100000, 15.973664
77, 10.000000, 21423, 1962875.568822, 1977723.154135, 10040593.090678, 0.0021413850, 9777.100000, 15.973664
61, 0.100000, 56, 5131.139776, 5131.610531, 470.529615, 0.0100783930, 532.300000, 0.140468
61, 0.200000, 78, 7146.941623, 7147.609961, 1093.949351, 0.0100783930, 532.300000, 0.140468
61, 0.500000, 144, 13194.346569, 13197.620080, 4211.678015, 0.0100783930, 532.300000, 0.140468
61, 1.000000, 228, 20891.050736, 20903.729626, 12746.775946, 0.0100783930, 532.300000, 0.140468
61, 2.000000, 389, 35643.045317, 35677.718371, 40955.386451, 0.0100783930, 532.300000, 0.140468
61, 5.000000, 762, 69819.868396, 70007.015626, 200057.655561, 0.0100783930, 532.300000, 0.140468
61, 10.000000, 1338, 122596.545259, 122951.213341, 693433.625672, 0.0100783930, 532.300000, 0.140468
7, 0.100000, 1976, 181105.321704, 181115.757196, 14870.389205, 0.0045709270, 14709.300000, 22.108644
7, 0.200000, 2838, 260110.184310, 260128.299518, 36961.406592, 0.0045709270, 14709.300000, 22.108644
7, 0.500000, 5054, 463214.941425, 463306.490246, 147424.999939, 0.0045709270, 14709.300000, 22.108644
7, 1.000000, 8052, 737995.654696, 738345.275468, 450007.109825, 0.0045709270, 14709.300000, 22.108644
7, 2.000000, 14255, 1306535.148128, 1307747.899787, 1463163.275773, 0.0045709270, 14709.300000, 22.108644
7, 5.000000, 41978, 3847497.519156, 3852438.640883, 8885909.700476, 0.0045709270, 14709.300000, 22.108644
7, 10.000000, 97831, 8966625.166721, 8978455.151719, 41319976.661854, 0.0045709270, 14709.300000, 22.108644
21, 0.100000, 568, 52040.262672, 52042.240866, 4211.969576, 0.0069336340, 4298.600000, 4.000124
21, 0.200000, 838, 76777.295375, 76781.331614, 10645.332534, 0.0069336340, 4298.600000, 4.000124
21, 0.500000, 1654, 151538.388026, 151564.204173, 44790.991425, 0.0069336340, 4298.600000, 4.000124
21, 1.000000, 3147, 288324.851778, 288431.572978, 153780.691759, 0.0069336340, 4298.600000, 4.000124
21, 2.000000, 5634, 516179.491082, 516486.925909, 555639.879569, 0.0069336340, 4298.600000, 4.000124
21, 5.000000, 15798, 1447386.842658, 1448274.787240, 3439045.819438, 0.0069336340, 4298.600000, 4.000124
21, 10.000000, 30909, 2831806.698752, 2833375.455086, 14405323.896791, 0.0069336340, 4298.600000, 4.000124
14, 0.100000, 1251, 114640.315517, 114648.806349, 10429.126979, 0.0072377760, 11721.700000, 24.582487
14, 0.200000, 1673, 153311.256616, 153323.652883, 23817.628123, 0.0072377760, 11721.700000, 24.582487
14, 0.500000, 2980, 273082.180174, 273145.322189, 88805.497274, 0.0072377760, 11721.700000, 24.582487
14, 1.000000, 4664, 427401.467588, 427673.111902, 265245.813294, 0.0072377760, 11721.700000, 24.582487
14, 2.000000, 7852, 719546.179649, 720620.857886, 841381.583513, 0.0072377760, 11721.700000, 24.582487
14, 5.000000, 16923, 1550797.410186, 1555776.926268, 4233412.627740, 0.0072377760, 11721.700000, 24.582487
14, 10.000000, 35868, 3286897.961412, 3300002.838714, 16229876.081298, 0.0072377760, 11721.700000, 24.582487
